21/06/11/ 13:11:40
Gain= 10dB   HPF=30kHz
Mode=10msecモード
　　
Time,Number,Amplitude(mV),Energy,RMS(mV)
13:13:24:6, 10391, 115, 2080952, 39,
13:13:24:6, 10392, 110, 1932398, 39,
13:13:24:6, 10393, 121, 2101101, 39,
13:13:24:6, 10394, 111, 1940989, 39,
13:13:24:6, 10395, 419, 3560643, 39,
13:13:24:7, 10396, 107, 1934611, 39,
13:13:24:7, 10397, 114, 1867532, 39,
13:13:24:7, 10398, 125, 1928843, 39,
13:13:24:7, 10399, 128, 2050835, 39,
13:13:24:7, 10400, 109, 2031987, 39,
13:13:24:7, 10401, 118, 2010306, 39,
13:13:24:7, 10402, 176, 2447657, 39,
13:13:24:7, 10403, 167, 2352283, 39,
13:13:24:7, 10404, 176, 2527849, 39,
13:13:24:7, 10405, 128, 2236317, 39,
13:13:24:8, 10406, 272, 2948454, 39,
13:13:24:8, 10407, 143, 2339335, 39,
13:13:24:8, 10408, 157, 2232041, 39,
13:13:24:8, 10409, 181, 2672829, 39,
13:13:24:8, 10410, 161, 2186360, 39,
13:13:24:8, 10411, 122, 2110251, 39,
13:13:24:8, 10412, 129, 2053341, 39,
13:13:24:8, 10413, 132, 1994554, 39,
13:13:24:8, 10414, 105, 1960164, 39,
13:13:24:8, 10415, 125, 1805663, 39,
13:13:24:8, 10416, 99, 1899985, 39,
13:13:24:9, 10417, 126, 2099506, 39,
13:13:24:9, 10418, 135, 2116156, 39,
13:13:24:9, 10419, 112, 1949307, 39,
13:13:24:9, 10420, 184, 2664153, 39,
13:13:24:9, 10421, 198, 2593892, 39,
13:13:24:9, 10422, 123, 2027625, 39,
13:13:24:9, 10423, 129, 1873027, 39,
13:13:24:9, 10424, 192, 2479250, 39,
13:13:24:9, 10425, 120, 2109996, 39,
13:13:24:9, 10426, 145, 2285266, 39,
13:13:25:0, 10427, 139, 2303811, 39,
13:13:25:0, 10428, 128, 2186084, 39,
13:13:25:0, 10429, 103, 2002632, 39,
13:13:25:0, 10430, 128, 1981045, 39,
13:13:25:0, 10431, 178, 2124805, 39,
13:13:25:0, 10432, 106, 2066837, 39,
13:13:25:0, 10433, 153, 2047826, 39,
13:13:25:0, 10434, 152, 2230338, 39,
13:13:25:0, 10435, 209, 2738298, 39,
13:13:25:1, 10436, 171, 2341413, 39,
13:13:25:1, 10437, 167, 2634706, 39,
13:13:25:1, 10438, 109, 2162685, 39,
13:13:25:1, 10439, 120, 2027258, 39,
13:13:25:1, 10440, 128, 2310332, 39,
13:13:25:1, 10441, 107, 2008898, 39,
13:13:25:1, 10442, 131, 2177904, 39,
13:13:25:1, 10443, 123, 2046162, 39,
13:13:25:1, 10444, 130, 2189124, 39,
13:13:25:1, 10445, 124, 2025219, 39,
13:13:25:2, 10446, 148, 2196828, 39,
13:13:25:2, 10447, 151, 1959609, 39,
13:13:25:2, 10448, 125, 1887263, 39,
13:13:25:2, 10449, 103, 1883846, 39,
13:13:25:2, 10450, 137, 2223131, 39,
13:13:25:2, 10451, 170, 2147677, 39,
13:13:25:2, 10452, 146, 2351679, 39,
13:13:25:2, 10453, 135, 2209023, 39,
13:13:25:2, 10454, 184, 2569295, 39,
13:13:25:2, 10455, 159, 2162258, 39,
13:13:25:2, 10456, 110, 1882166, 39,
13:13:25:3, 10457, 116, 1922188, 39,
13:13:25:3, 10458, 122, 1879392, 39,
13:13:25:3, 10459, 123, 1977472, 39,
13:13:25:3, 10460, 110, 2023021, 39,
13:13:25:3, 10461, 108, 1954806, 39,
13:13:25:3, 10462, 130, 1990769, 39,
13:13:25:3, 10463, 256, 2712176, 39,
13:13:25:3, 10464, 156, 2290566, 39,
13:13:25:3, 10465, 132, 2116048, 39,
13:13:25:3, 10466, 101, 2056682, 39,
13:13:25:4, 10467, 108, 1951401, 39,
13:13:25:4, 10468, 128, 2300284, 39,
13:13:25:4, 10469, 214, 2579893, 39,
13:13:25:4, 10470, 142, 2001858, 39,
13:13:25:4, 10471, 124, 2177431, 39,
13:13:25:4, 10472, 184, 2573831, 39,
13:13:25:4, 10473, 140, 1943280, 39,
13:13:25:4, 10474, 104, 1856654, 39,
13:13:25:4, 10475, 112, 1793902, 39,
13:13:25:5, 10476, 113, 2033665, 39,
13:13:25:5, 10477, 131, 2074937, 39,
13:13:25:5, 10478, 116, 2085818, 39,
13:13:25:5, 10479, 129, 2236690, 39,
13:13:25:5, 10480, 139, 2037428, 39,
13:13:25:5, 10481, 105, 2182522, 39,
13:13:25:5, 10482, 164, 2481555, 39,
13:13:25:5, 10483, 170, 2680142, 39,
13:13:25:5, 10484, 116, 2293925, 39,
13:13:25:5, 10485, 105, 1970152, 39,
13:13:25:6, 10486, 113, 1822003, 39,
13:13:25:6, 10487, 148, 2057017, 39,
13:13:25:6, 10488, 143, 2021971, 39,
13:13:25:6, 10489, 107, 1875065, 39,
13:13:25:6, 10490, 109, 2012755, 39,
13:13:25:6, 10491, 114, 2132755, 39,
13:13:25:6, 10492, 107, 1999099, 39,
13:13:25:6, 10493, 138, 2022057, 39,
13:13:25:6, 10494, 159, 2086775, 39,
13:13:25:6, 10495, 121, 2057923, 39,
13:13:25:7, 10496, 121, 2067943, 39,
13:13:25:7, 10497, 114, 1904063, 39,
13:13:25:7, 10498, 143, 1966026, 39,
13:13:25:7, 10499, 153, 2186590, 39,
13:13:25:7, 10500, 117, 1963211, 39,
13:13:25:7, 10501, 118, 1941113, 39,
13:13:25:7, 10502, 117, 2083236, 39,
13:13:25:7, 10503, 129, 2136539, 39,
13:13:25:7, 10504, 141, 1961813, 39,
13:13:25:7, 10505, 109, 1905982, 39,
13:13:25:7, 10506, 161, 2320297, 39,
13:13:25:8, 10507, 115, 2037351, 39,
13:13:25:8, 10508, 143, 2189199, 39,
13:13:25:8, 10509, 140, 2397889, 39,
13:13:25:8, 10510, 129, 2248698, 39,
13:13:25:8, 10511, 194, 2505544, 39,
13:13:25:8, 10512, 197, 2488851, 39,
13:13:25:8, 10513, 131, 2397913, 39,
13:13:25:8, 10514, 118, 1885182, 39,
13:13:25:8, 10515, 114, 1889858, 39,
13:13:25:8, 10516, 102, 1835929, 39,
13:13:25:9, 10517, 125, 2196995, 39,
13:13:25:9, 10518, 142, 2200543, 39,
13:13:25:9, 10519, 117, 2144450, 39,
13:13:25:9, 10520, 102, 1870142, 39,
13:13:25:9, 10521, 114, 2079919, 39,
13:13:25:9, 10522, 110, 1923195, 39,
13:13:25:9, 10523, 109, 1920174, 39,
13:13:25:9, 10524, 111, 1935810, 39,
13:13:25:9, 10525, 109, 1991089, 39,
13:13:26:0, 10526, 132, 2089939, 39,
13:13:26:0, 10527, 118, 1892775, 39,
13:13:26:0, 10528, 172, 2601089, 39,
13:13:26:0, 10529, 170, 2408716, 39,
13:13:26:0, 10530, 134, 2195417, 39,
13:13:26:0, 10531, 108, 1921620, 39,
13:13:26:0, 10532, 104, 2032186, 39,
13:13:26:0, 10533, 107, 1910616, 39,
13:13:26:0, 10534, 137, 1986035, 39,
13:13:26:0, 10535, 120, 1997415, 39,
13:13:26:1, 10536, 106, 1770726, 1,
13:13:26:1, 10537, 113, 2082096, 39,
13:13:26:1, 10538, 193, 2426442, 39,
13:13:26:1, 10539, 128, 2390941, 39,
13:13:26:1, 10540, 122, 2069985, 39,
13:13:26:1, 10541, 111, 1997083, 39,
13:13:26:1, 10542, 157, 2175520, 39,
13:13:26:1, 10543, 134, 2247286, 39,
13:13:26:1, 10544, 113, 1999696, 39,
13:13:26:1, 10545, 121, 2139268, 39,
13:13:26:1, 10546, 121, 2003481, 39,
13:13:26:2, 10547, 125, 2066317, 39,
13:13:26:2, 10548, 109, 1992508, 39,
13:13:26:2, 10549, 109, 1979360, 39,
13:13:26:2, 10550, 133, 2129165, 39,
13:13:26:2, 10551, 123, 2077566, 39,
13:13:26:2, 10552, 107, 2052617, 39,
13:13:26:2, 10553, 106, 1914858, 39,
13:13:26:2, 10554, 98, 1847429, 39,
13:13:26:2, 10555, 103, 2021452, 39,
13:13:26:2, 10556, 134, 2022051, 39,
13:13:26:3, 10557, 154, 2358099, 39,
13:13:26:3, 10558, 140, 2264026, 39,
13:13:26:3, 10559, 112, 2030868, 39,
13:13:26:3, 10560, 120, 2030526, 39,
13:13:26:3, 10561, 124, 1904686, 39,
13:13:26:3, 10562, 96, 1859309, 39,
13:13:26:3, 10563, 108, 1961192, 39,
13:13:26:3, 10564, 102, 1903973, 39,
13:13:26:3, 10565, 101, 1844865, 39,
13:13:26:4, 10566, 148, 2244100, 39,
13:13:26:4, 10567, 124, 2067243, 39,
13:13:26:4, 10568, 108, 2002483, 39,
13:13:26:4, 10569, 204, 2325193, 39,
13:13:26:4, 10570, 127, 2147563, 39,
13:13:26:4, 10571, 101, 1876496, 39,
13:13:26:4, 10572, 91, 1837813, 39,
13:13:26:4, 10573, 107, 1895167, 39,
13:13:26:4, 10574, 102, 1783482, 1,
13:13:26:4, 10575, 139, 2087072, 39,
13:13:26:4, 10576, 103, 1928567, 39,
13:13:26:5, 10577, 128, 2139546, 39,
13:13:26:5, 10578, 127, 2130154, 39,
13:13:26:5, 10579, 130, 2296229, 39,
13:13:26:5, 10580, 108, 2085401, 39,
13:13:26:5, 10581, 106, 1970640, 39,
13:13:26:5, 10582, 120, 1990824, 39,
13:13:26:5, 10583, 122, 2175826, 39,
13:13:26:5, 10584, 131, 2223067, 39,
13:13:26:5, 10585, 144, 2239048, 39,
13:13:26:5, 10586, 175, 2687999, 39,
13:13:26:6, 10587, 134, 2023372, 39,
13:13:26:6, 10588, 126, 2072959, 39,
13:13:26:6, 10589, 111, 1901795, 39,
13:13:26:6, 10590, 128, 1996819, 39,
13:13:26:6, 10591, 104, 1902666, 39,
13:13:26:6, 10592, 112, 1911034, 39,
13:13:26:6, 10593, 167, 2561931, 39,
13:13:26:6, 10594, 183, 2472264, 39,
13:13:26:6, 10595, 121, 2106514, 39,
13:13:26:6, 10596, 121, 1934176, 39,
13:13:26:7, 10597, 116, 1884709, 39,
13:13:26:7, 10598, 126, 1964665, 39,
13:13:26:7, 10599, 103, 1927420, 39,
13:13:26:7, 10600, 101, 1911979, 39,
13:13:26:7, 10601, 176, 2881703, 39,
13:13:26:7, 10602, 129, 2345946, 39,
13:13:26:7, 10603, 120, 1983539, 39,
13:13:26:7, 10604, 150, 2516713, 39,
13:13:26:7, 10605, 162, 2509574, 39,
13:13:26:8, 10606, 121, 1866732, 39,
13:13:26:8, 10607, 119, 1975780, 39,
13:13:26:8, 10608, 125, 1937689, 39,
13:13:26:8, 10609, 136, 2118651, 39,
13:13:26:8, 10610, 125, 2084643, 39,
13:13:26:8, 10611, 113, 1883842, 39,
13:13:26:8, 10612, 124, 2155038, 39,
13:13:26:8, 10613, 129, 1889155, 39,
13:13:26:8, 10614, 109, 1907687, 39,
13:13:26:8, 10615, 110, 1879513, 39,
13:13:26:8, 10616, 92, 1856810, 39,
13:13:26:9, 10617, 132, 2414319, 39,
13:13:26:9, 10618, 105, 1968834, 39,
13:13:26:9, 10619, 99, 1938537, 39,
13:13:26:9, 10620, 110, 2028730, 39,
13:13:26:9, 10621, 98, 1897327, 39,
13:13:26:9, 10622, 119, 1987759, 39,
13:13:26:9, 10623, 110, 1959721, 39,
13:13:26:9, 10624, 106, 2078190, 39,
13:13:26:9, 10625, 124, 1929612, 39,
13:13:26:9, 10626, 107, 1989741, 39,
13:13:27:0, 10627, 126, 1981812, 39,
13:13:27:0, 10628, 106, 2010700, 39,
13:13:27:0, 10629, 108, 2036025, 39,
13:13:27:0, 10630, 128, 1958660, 39,
13:13:27:0, 10631, 109, 2057314, 39,
13:13:27:0, 10632, 206, 2311432, 39,
13:13:27:0, 10633, 137, 2185901, 39,
13:13:27:0, 10634, 109, 1876990, 39,
13:13:27:0, 10635, 151, 2198955, 39,
13:13:27:1, 10636, 106, 1871732, 39,
13:13:27:1, 10637, 103, 1909837, 39,
13:13:27:1, 10638, 126, 1879716, 39,
13:13:27:1, 10639, 119, 2026649, 39,
13:13:27:1, 10640, 120, 1836903, 39,
13:13:27:1, 10641, 99, 1824811, 39,
13:13:27:1, 10642, 112, 1904045, 39,
13:13:27:1, 10643, 131, 2145501, 39,
13:13:27:1, 10644, 132, 2153148, 39,
13:13:27:1, 10645, 100, 1935239, 39,
13:13:27:1, 10646, 121, 2346783, 39,
13:13:27:2, 10647, 107, 1964223, 39,
13:13:27:2, 10648, 109, 2056206, 39,
13:13:27:2, 10649, 413, 3089515, 39,
13:13:27:2, 10650, 290, 3137378, 39,
13:13:27:2, 10651, 118, 1993825, 39,
13:13:27:2, 10652, 164, 2396445, 39,
13:13:27:2, 10653, 115, 1945351, 39,
13:13:27:2, 10654, 154, 2197214, 39,
13:13:27:2, 10655, 118, 2241190, 39,
13:13:27:3, 10656, 104, 1846002, 39,
13:13:27:3, 10657, 95, 1908146, 39,
13:13:27:3, 10658, 192, 2452840, 39,
13:13:27:3, 10659, 212, 2734977, 39,
13:13:27:3, 10660, 132, 2372908, 39,
13:13:27:3, 10661, 112, 2234382, 39,
13:13:27:3, 10662, 113, 2061071, 39,
13:13:27:3, 10663, 126, 1952656, 39,
13:13:27:3, 10664, 106, 1989992, 39,
13:13:27:3, 10665, 126, 1936141, 39,
13:13:27:4, 10666, 115, 2075885, 39,
13:13:27:4, 10667, 125, 2185862, 39,
13:13:27:4, 10668, 132, 1978081, 39,
13:13:27:4, 10669, 147, 2452968, 39,
13:13:27:4, 10670, 112, 1989292, 39,
13:13:27:4, 10671, 111, 2062249, 39,
13:13:27:4, 10672, 105, 1984597, 39,
13:13:27:4, 10673, 102, 1913802, 39,
13:13:27:4, 10674, 108, 1898548, 39,
13:13:27:4, 10675, 118, 1820705, 39,
13:13:27:4, 10676, 110, 1920537, 39,
13:13:27:5, 10677, 134, 2231218, 39,
13:13:27:5, 10678, 125, 2097994, 39,
13:13:27:5, 10679, 117, 1965892, 39,
13:13:27:5, 10680, 168, 2748453, 39,
13:13:27:5, 10681, 101, 1914702, 39,
13:13:27:5, 10682, 105, 1987693, 39,
13:13:27:5, 10683, 117, 1954542, 39,
13:13:27:5, 10684, 189, 2272930, 39,
13:13:27:5, 10685, 115, 2043817, 39,
13:13:27:5, 10686, 208, 2785798, 39,
13:13:27:6, 10687, 134, 2156288, 39,
13:13:27:6, 10688, 120, 2090326, 39,
13:13:27:6, 10689, 152, 2408123, 39,
13:13:27:6, 10690, 121, 1930645, 39,
13:13:27:6, 10691, 119, 1932489, 39,
13:13:27:6, 10692, 135, 1811929, 39,
13:13:27:6, 10693, 104, 1900801, 39,
13:13:27:6, 10694, 109, 1863758, 39,
13:13:27:6, 10695, 148, 2137292, 39,
13:13:27:7, 10696, 123, 2105255, 39,
13:13:27:7, 10697, 114, 1913868, 39,
13:13:27:7, 10698, 145, 2014097, 39,
13:13:27:7, 10699, 114, 1964651, 39,
13:13:27:7, 10700, 143, 2097335, 39,
13:13:27:7, 10701, 121, 2115430, 39,
13:13:27:7, 10702, 132, 2096054, 39,
13:13:27:7, 10703, 136, 2009796, 39,
13:13:27:7, 10704, 123, 1968571, 39,
13:13:27:7, 10705, 145, 2196641, 39,
13:13:27:8, 10706, 126, 2158420, 39,
13:13:27:8, 10707, 163, 2755876, 39,
13:13:27:8, 10708, 154, 2270999, 39,
13:13:27:8, 10709, 114, 1937137, 39,
13:13:27:8, 10710, 109, 1947022, 39,
13:13:27:8, 10711, 118, 1988956, 39,
13:13:27:8, 10712, 99, 1803160, 39,
13:13:27:8, 10713, 104, 1928759, 39,
13:13:27:8, 10714, 104, 2035086, 39,
13:13:27:8, 10715, 114, 2007685, 39,
13:13:27:8, 10716, 100, 1996299, 39,
13:13:27:9, 10717, 120, 2070956, 39,
13:13:27:9, 10718, 154, 2263912, 39,
13:13:27:9, 10719, 154, 2192318, 39,
13:13:27:9, 10720, 115, 1954038, 39,
13:13:27:9, 10721, 113, 2097296, 39,
13:13:27:9, 10722, 164, 2221166, 39,
13:13:27:9, 10723, 108, 1908557, 39,
13:13:27:9, 10724, 103, 1977776, 39,
13:13:27:9, 10725, 110, 1924923, 39,
13:13:27:9, 10726, 112, 1957320, 39,
13:13:28:0, 10727, 200, 2401433, 39,
13:13:28:0, 10728, 153, 2144749, 39,
13:13:28:0, 10729, 113, 1897018, 39,
13:13:28:0, 10730, 118, 1910802, 39,
13:13:28:0, 10731, 104, 1817053, 39,
13:13:28:0, 10732, 123, 2063414, 39,
13:13:28:0, 10733, 162, 2696031, 39,
13:13:28:0, 10734, 140, 2344452, 39,
13:13:28:0, 10735, 164, 2439564, 39,
13:13:28:1, 10736, 109, 1998216, 39,
13:13:28:1, 10737, 125, 2060457, 39,
13:13:28:1, 10738, 120, 1968326, 39,
13:13:28:1, 10739, 126, 2025959, 39,
13:13:28:1, 10740, 109, 2010718, 39,
13:13:28:1, 10741, 119, 2155854, 39,
13:13:28:1, 10742, 165, 2200136, 39,
13:13:28:1, 10743, 162, 2770418, 39,
13:13:28:1, 10744, 114, 1913294, 39,
13:13:28:1, 10745, 113, 1905541, 39,
13:13:28:1, 10746, 132, 1914253, 39,
13:13:28:2, 10747, 109, 2125777, 39,
13:13:28:2, 10748, 115, 1888625, 39,
13:13:28:2, 10749, 102, 1839539, 39,
13:13:28:2, 10750, 99, 1826470, 39,
13:13:28:2, 10751, 126, 2228416, 39,
13:13:28:2, 10752, 117, 2044503, 39,
13:13:28:2, 10753, 92, 1954629, 39,
13:13:28:2, 10754, 145, 2197126, 39,
13:13:28:2, 10755, 110, 1981952, 39,
13:13:28:2, 10756, 115, 1944800, 39,
13:13:28:3, 10757, 141, 2263453, 39,
13:13:28:3, 10758, 107, 1952915, 39,
13:13:28:3, 10759, 124, 2023799, 39,
13:13:28:3, 10760, 125, 2228603, 39,
13:13:28:3, 10761, 118, 2235223, 39,
13:13:28:3, 10762, 147, 2130764, 39,
13:13:28:3, 10763, 193, 2341989, 39,
13:13:28:3, 10764, 133, 2242326, 39,
13:13:28:3, 10765, 102, 1911192, 39,
13:13:28:3, 10766, 114, 1941866, 39,
13:13:28:4, 10767, 146, 2160496, 39,
13:13:28:4, 10768, 103, 2074611, 39,
13:13:28:4, 10769, 104, 1958622, 39,
13:13:28:4, 10770, 113, 1975089, 39,
13:13:28:4, 10771, 114, 1988231, 39,
13:13:28:4, 10772, 111, 1832444, 39,
13:13:28:4, 10773, 122, 2202901, 39,
13:13:28:4, 10774, 109, 2240958, 39,
13:13:28:4, 10775, 99, 1932172, 39,
13:13:28:5, 10776, 142, 2306659, 39,
13:13:28:5, 10777, 120, 2117281, 39,
13:13:28:5, 10778, 99, 1968194, 39,
13:13:28:5, 10779, 134, 2179853, 39,
13:13:28:5, 10780, 154, 2438542, 39,
13:13:28:5, 10781, 169, 2517713, 39,
13:13:28:5, 10782, 131, 2243104, 39,
13:13:28:5, 10783, 123, 1934356, 39,
13:13:28:5, 10784, 125, 1937269, 39,
13:13:28:5, 10785, 121, 2251529, 39,
13:13:28:5, 10786, 109, 2013565, 39,
13:13:28:6, 10787, 118, 1980797, 39,
13:13:28:6, 10788, 125, 1894475, 39,
13:13:28:6, 10789, 99, 1809749, 39,
13:13:28:6, 10790, 120, 1974066, 39,
13:13:28:6, 10791, 93, 1843838, 39,
13:13:28:6, 10792, 215, 2518233, 39,
13:13:28:6, 10793, 204, 2483678, 39,
13:13:28:6, 10794, 134, 2327134, 39,
13:13:28:6, 10795, 117, 1982312, 39,
13:13:28:6, 10796, 96, 1934428, 39,
13:13:28:7, 10797, 112, 2010278, 39,
13:13:28:7, 10798, 109, 1871932, 39,
13:13:28:7, 10799, 111, 2009692, 39,
13:13:28:7, 10800, 194, 2524741, 39,
13:13:28:7, 10801, 150, 2307291, 39,
13:13:28:7, 10802, 284, 3294246, 39,
13:13:28:7, 10803, 122, 1933138, 39,
13:13:28:7, 10804, 118, 1925687, 39,
13:13:28:7, 10805, 128, 2097497, 39,
13:13:28:7, 10806, 139, 1987933, 39,
13:13:28:8, 10807, 119, 2025234, 39,
13:13:28:8, 10808, 140, 2249413, 39,
13:13:28:8, 10809, 137, 2103476, 39,
13:13:28:8, 10810, 199, 2935718, 39,
13:13:28:8, 10811, 133, 2243637, 39,
13:13:28:8, 10812, 99, 1879512, 39,
13:13:28:8, 10813, 135, 1960181, 39,
13:13:28:8, 10814, 153, 2376678, 39,
13:13:28:8, 10815, 122, 2159986, 39,
13:13:28:9, 10816, 146, 2429014, 39,
13:13:28:9, 10817, 169, 2492081, 39,
13:13:28:9, 10818, 164, 2427970, 39,
13:13:28:9, 10819, 138, 2229614, 39,
13:13:28:9, 10820, 160, 2486074, 39,
13:13:28:9, 10821, 125, 2172628, 39,
13:13:28:9, 10822, 142, 2279319, 39,
13:13:28:9, 10823, 106, 2028036, 39,
13:13:28:9, 10824, 109, 1950993, 39,
13:13:28:9, 10825, 116, 1901891, 39,
13:13:29:0, 10826, 105, 1902520, 39,
13:13:29:0, 10827, 107, 1936384, 39,
13:13:29:0, 10828, 114, 1932904, 39,
13:13:29:0, 10829, 114, 2049515, 39,
13:13:29:0, 10830, 112, 1844152, 39,
13:13:29:0, 10831, 96, 1891926, 39,
13:13:29:0, 10832, 104, 1944364, 39,
13:13:29:0, 10833, 132, 2005980, 39,
13:13:29:0, 10834, 110, 1956020, 39,
13:13:29:0, 10835, 103, 1983607, 39,
13:13:29:0, 10836, 118, 1924074, 39,
13:13:29:1, 10837, 195, 2587388, 39,
13:13:29:1, 10838, 165, 2316080, 39,
13:13:29:1, 10839, 128, 2369645, 39,
13:13:29:1, 10840, 103, 1851566, 39,
13:13:29:1, 10841, 118, 1956863, 39,
13:13:29:1, 10842, 135, 2137870, 39,
13:13:29:1, 10843, 186, 2502374, 39,
13:13:29:1, 10844, 115, 1982833, 39,
13:13:29:1, 10845, 139, 2145069, 39,
13:13:29:1, 10846, 102, 2038138, 39,
13:13:29:2, 10847, 99, 1952002, 39,
13:13:29:2, 10848, 108, 1919535, 39,
13:13:29:2, 10849, 111, 1780253, 1,
13:13:29:2, 10850, 102, 1852703, 39,
13:13:29:2, 10851, 117, 2080421, 39,
13:13:29:2, 10852, 109, 1951478, 39,
13:13:29:2, 10853, 103, 2016943, 39,
13:13:29:2, 10854, 103, 1949668, 39,
13:13:29:2, 10855, 115, 2029628, 39,
13:13:29:3, 10856, 160, 2295380, 39,
13:13:29:3, 10857, 148, 2395326, 39,
13:13:29:3, 10858, 115, 2070885, 39,
13:13:29:3, 10859, 103, 2004851, 39,
13:13:29:3, 10860, 102, 1875335, 39,
13:13:29:3, 10861, 109, 1936170, 39,
13:13:29:3, 10862, 179, 2389795, 39,
13:13:29:3, 10863, 134, 1974360, 39,
13:13:29:3, 10864, 144, 1932055, 39,
13:13:29:3, 10865, 120, 2054165, 39,
13:13:29:4, 10866, 137, 1997523, 39,
13:13:29:4, 10867, 113, 1948638, 39,
13:13:29:4, 10868, 132, 2446458, 39,
13:13:29:4, 10869, 121, 1986845, 39,
13:13:29:4, 10870, 129, 2035455, 39,
13:13:29:4, 10871, 134, 2283526, 39,
13:13:29:4, 10872, 163, 2545074, 39,
13:13:29:4, 10873, 124, 2177109, 39,
13:13:29:4, 10874, 118, 2054115, 39,
13:13:29:4, 10875, 113, 2079703, 39,
13:13:29:4, 10876, 205, 2561007, 39,
13:13:29:5, 10877, 153, 2436463, 39,
13:13:29:5, 10878, 127, 2300319, 39,
13:13:29:5, 10879, 128, 2041958, 39,
13:13:29:5, 10880, 168, 2610573, 39,
13:13:29:5, 10881, 118, 2044805, 39,
13:13:29:5, 10882, 181, 2768305, 39,
13:13:29:5, 10883, 146, 2459485, 39,
13:13:29:5, 10884, 215, 2964421, 39,
13:13:29:5, 10885, 126, 2211908, 39,
13:13:29:6, 10886, 124, 1932851, 39,
13:13:29:6, 10887, 120, 2015441, 39,
13:13:29:6, 10888, 110, 1940547, 39,
13:13:29:6, 10889, 107, 1933228, 39,
13:13:29:6, 10890, 117, 1833523, 39,
13:13:29:6, 10891, 162, 2155009, 39,
13:13:29:6, 10892, 104, 2009517, 39,
13:13:29:6, 10893, 107, 1927234, 39,
13:13:29:6, 10894, 106, 2023707, 39,
13:13:29:6, 10895, 117, 1938576, 39,
13:13:29:7, 10896, 118, 2010672, 39,
13:13:29:7, 10897, 156, 2385556, 39,
13:13:29:7, 10898, 110, 1910567, 39,
13:13:29:7, 10899, 116, 1872374, 39,
13:13:29:7, 10900, 103, 2025431, 39,
13:13:29:7, 10901, 124, 2013460, 39,
13:13:29:7, 10902, 134, 2414229, 39,
13:13:29:7, 10903, 112, 2049762, 39,
13:13:29:7, 10904, 153, 2386240, 39,
13:13:29:7, 10905, 115, 1896755, 39,
13:13:29:7, 10906, 89, 1726929, 1,
13:13:29:8, 10907, 103, 1877317, 39,
13:13:29:8, 10908, 130, 1959795, 39,
13:13:29:8, 10909, 107, 1852892, 39,
13:13:29:8, 10910, 118, 2043210, 39,
13:13:29:8, 10911, 116, 2003496, 39,
13:13:29:8, 10912, 176, 2411987, 39,
13:13:29:8, 10913, 186, 2496928, 39,
13:13:29:8, 10914, 117, 2041192, 39,
13:13:29:8, 10915, 165, 2521066, 39,
13:13:29:8, 10916, 152, 2727662, 39,
13:13:29:9, 10917, 122, 2211088, 39,
13:13:29:9, 10918, 109, 1939738, 39,
13:13:29:9, 10919, 101, 1958289, 39,
13:13:29:9, 10920, 131, 2059621, 39,
13:13:29:9, 10921, 162, 2967301, 39,
13:13:29:9, 10922, 118, 2086257, 39,
13:13:29:9, 10923, 130, 1994404, 39,
13:13:29:9, 10924, 201, 2905819, 39,
13:13:29:9, 10925, 169, 2292862, 39,
13:13:30:0, 10926, 148, 2489325, 39,
13:13:30:0, 10927, 159, 2189328, 39,
13:13:30:0, 10928, 115, 1950241, 39,
13:13:30:0, 10929, 112, 2000951, 39,
13:13:30:0, 10930, 114, 1956685, 39,
13:13:30:0, 10931, 140, 2243553, 39,
13:13:30:0, 10932, 197, 2304178, 39,
13:13:30:0, 10933, 170, 2563773, 39,
13:13:30:0, 10934, 109, 2089999, 39,
13:13:30:0, 10935, 125, 1859815, 39,
13:13:30:1, 10936, 126, 2101894, 39,
13:13:30:1, 10937, 103, 2006282, 39,
13:13:30:1, 10938, 128, 1973895, 39,
13:13:30:1, 10939, 110, 1971165, 39,
13:13:30:1, 10940, 100, 1925470, 39,
13:13:30:1, 10941, 144, 2155618, 39,
13:13:30:1, 10942, 160, 2254125, 39,
13:13:30:1, 10943, 112, 2019732, 39,
13:13:30:1, 10944, 115, 1942286, 39,
13:13:30:1, 10945, 119, 1975266, 39,
13:13:30:1, 10946, 126, 1952764, 39,
13:13:30:2, 10947, 121, 1814277, 39,
13:13:30:2, 10948, 179, 2282311, 39,
13:13:30:2, 10949, 153, 2315116, 39,
13:13:30:2, 10950, 117, 2051449, 39,
13:13:30:2, 10951, 170, 2288177, 39,
13:13:30:2, 10952, 123, 2140719, 39,
13:13:30:2, 10953, 154, 2210664, 39,
13:13:30:2, 10954, 112, 2142143, 39,
13:13:30:2, 10955, 112, 1940518, 39,
13:13:30:2, 10956, 107, 1879939, 39,
13:13:30:3, 10957, 134, 2213743, 39,
13:13:30:3, 10958, 248, 2961432, 39,
13:13:30:3, 10959, 208, 2679266, 39,
13:13:30:3, 10960, 185, 2580599, 39,
13:13:30:3, 10961, 121, 2043812, 39,
13:13:30:3, 10962, 127, 2064338, 39,
13:13:30:3, 10963, 120, 2069246, 39,
13:13:30:3, 10964, 111, 1863809, 39,
13:13:30:3, 10965, 103, 1984380, 39,
13:13:30:4, 10966, 127, 2145173, 39,
13:13:30:4, 10967, 131, 1906396, 39,
13:13:30:4, 10968, 104, 1861040, 39,
13:13:30:4, 10969, 139, 2074628, 39,
13:13:30:4, 10970, 106, 1998319, 39,
